text	HS
Niger's forced return of 135 Sudanese nationals to Libya, notorious for its horrendous treatment of migrants and refugees, is a flagrant breach of international law @HRW @sunderland_jude @irinnews https://t.co/WCPWWKL39L https://t.co/1VVxCFUDWw	0
Prime Minister Theresa May keeps reminding us about the “cultural enrichment” that Muslim immigrants have contributed to Britain - https://t.co/2oSGblSq0P via @Shareaholic  When will the Brits awaken ?	0
@benshapiro @JONEEFRY I cant believe you havent blocked that slimy skank yet	0
@Millexnium [ ho~ you doubt me?	0
the fact that who comments on this cube problem is mostly not a cube stan?? yall be creating tweets so you can get rts and like. shut the fuck up if you dont know anything about cube, jesus	0
@ChenGonSol The aftermath of mass, illegal immigration into Spain. https://t.co/WRbioslLs7	0
Pope Francis criticizes policy of migrant family separation https://t.co/XwNy63nDsJ via @nypost      Stick to religion Mr. Red Pope...	0
He started this hashtag because there's a certain type of immigrant to Germany he doesn't like and wants to humiliate. We @CamburgBahnhof are in that group. RT if you think we should be able to stay and finish our Bahnhof renovation. Danke! #neogermans https://t.co/tzq0qfnqT8	0
#FactCheck wow #FactsMatter #VoteDemsOut #RedWaveRising2018 #StopTheInvasion #BuildTheWall #DeportThemAll #EndSanctuaryCities #TakeAmericaBack #WalkAwayMovementGrowing #MAGA https://t.co/RM2JIWBHIQ	1
"âš¡ï¸ ""Big leak hits the Leave campaign?""what rubbish immigration will be the thing that does brexit stupid storyhttps://t.co/DDa1kqHgQ8"	1
Feminists have a few valid arguments worth talking about. lol jk	1
@yukisterben Yeah, you would probably want to do that, as most mobos don’t default to using the highest ram frequency supported.	0
"Muslim migrants leave Germany ""We did not get free stuff. Nothing is free here"" - Free Speech Time - https://t.co/pfs6snEbg1 @ISupport_Israel"	1
#Uganda launches $50m programme to address economic, environmental challenges in #refugee hosting communities https://t.co/r1gk1vv8Mh #Withrefugees @drchorn_africaY @NRC_HoA @tyrusmaina @Refugees	0
@realDonaldTrump an early bot birthday gift? #Trumpbots #BuildThatWall 302	1
if them bitches take a pic with Bey (which i highly doubt) i will forever shut my whore mouth	1
This wall is called Tzompankli. In the maintempel of Tetotitlan you find walls with more than 100.000 heads. Mostly they kill refugees and warprisoners from south and they did it also in other cities so. https://t.co/pDO6z3VfV2	0
It's like it's always the ones YOU CARE FOR THE LEAST that be talking so much shit like bitch I'm not even paying attention to you lil whore	1
@timesofindia To teach the art of Goondaism&amp;giving shelters to illegal immigrants&amp;make UK also boil like WB in India	0
The Trump administration says it needs more time to meet a deadline set by a federal judge to reunite immigrant families.  Meanwhile, we learned new details about the smallest children who have been separated from their parents. #ReleaseTheHostages https://t.co/J5pchHVUnk	0
@rachscullen @SadGalLaurie But she is saying that it will keep her safe. It won’t. And it won’t keep other woman safe. That is rape culture.	0
Bitch you aint the only one who hate me, join the club, stand in the corner, and stfu.	1
MaÅ¾ou informace o migrantech! udeÅ™il Viktor OrbÃ¡n. A pÅ™itvrdil akce proti Sorosovi https://t.co/6FgoK9oNau	0
seeing hoes blatantly try to take my man then watching him turn their lame thot ass down is truly fucking hysterical 😂 lol bitch u tho(ugh)t	1
I agree with HuffPo: Reunite migrant kids with deported parents! https://t.co/NUKkarFNw9 Don't seperate,ship kid and parent back across the border same day !	0
No, Mr #Trump. The borders aren't open. And pretending that they are doesn't justify extreme policies that are anathema to American values. An excellent article. #immigration @SecNielsen @ICEgov @IvankaTrump @realDonaldTrump https://t.co/2PZnTzqFMz	0
Imagine when all the EU migrants go home after #Brexit. No more baguettes or pizza. People in the UK will be reduced to just eating traditional UK foods. Like chicken Balti. https://t.co/W7LJlNtzoB	1
Over the past two weeks, 1,172 refugees arrived in the US. 8,044 have arrived in FY18, but we are nearly 10,000 behind schedule. We will continue to stand for the vulnerable! #refugeeswelcome https://t.co/rYCWCz3iBt	0
As long as the position is on all fours who cares https://t.co/gexQ2S0N1p	0
Salvini reiterates hard line on migrants during Libya visit https://t.co/IaLBalgvtP	0
These are not refugees but aggressive male migrants the Med leaders - with exception of @matteosalvinimi -want to kindly “share” w-others.  In reality, they already have by previously “waving-through” hundreds of thousands of unknown migrants to roam Europe. @LuciaGould #V4 https://t.co/fcQkk2aQgc	1
@Daily_Record  Sheme there is no attention on our own people and foodbanks while do you have to be a migrant to be treated with respect?	1
@TorontoRBOT @JustinTrudeau @FP_Champagne When a group of smiling third world faces move into your street, they know the nice dumb White people will transfer $$ to pay for the new school + costs of teaching lower-IQ children.The descendants of the White p	1
#CONGRATS @protoje! When you sell out venues in California you have to buss a skank like this! It was only A Matter Of Time! Bless up theindiggnation ... the bands vibration is	0
Bitch shut the fuck up	1
When your friend won't stop talking about their ex https://t.co/nT5HqU6NMW	0
@Fashir @jillciminillo I read fine, and likely better than you given my experience. She's an hysterical woman looking for attention and trying to make some sort of issue out of two things that have nothing to do with each other. It's a tennis match. Do you know the rule? I do. Tell me what you read.	1
UNHCR aids return of over 2,000 Somali refugees from Yemen: https://t.co/M2wNATA40c via @refugees #WithRefugees @UNHCR_Kenya @tyrusmaina @NRC_HoA @drchorn_africaY @imaana102	0
@kaykaymaraj Lmao SKANK BITCH IM TELLIN MY MOMMA	1
@XnxxHotSex damm baby girl you got a nice pussy right there and be sites you pussy look morh bigger than my girl pussy	1
@realDonaldTrump Immigration changes lives with unmatched dreams where people expect to be housed , to live the American dream !! While Millions of Americans never reach that height because of over populated Migrants who expect much and get angry and viol	1
Our country is doomed if #Illegals vote! #BuildThatWall #VoterID #VoteRepublican2018	1
@trav_mitch @femfreq is this to do with crazy bitch Hillary or no?	1
Democrats Are Not On Americas SideThey Want Open Borders And Illegal Aliens To Keep Pouring InAND WE GET TO PAY FOR THEM Nearly Half of Swing District Voters Want Illegal Alien Families Deported Together to Their Countries#BuildThatWall #MAGA	1
FUCK OFF REF. Martial was held back. U stupid cunt. What the fuck is wrong with you?	0
@CNN And you dont even represent women for anything so stop talking and stay in the kitchen and cook and eat	0
Media Blackout: New Dad Killed In Texas By Drunk Illegal Alien via @USIACrimeReport@realDonaldTrump @HouseGOP @SenateGOPYour refusal to secure the border and stop this invasion is outrageous!#BuildTheWall #StopTheInvasion#DeportThemAll	1
@PNS_MI talks with @MichLeague's Victoria Crouse about her new report on immigrant entrepreneurs. https://t.co/D5hIdNgD0B	0
"DING! DING! DING! Vatican Bishop confesses: ""Senior Catholic officials are being paid off by George Soros to promote mass Muslim migration into Europe"" https://t.co/dVgvdE0KXm via @barenakedislam How to buy the Catholic Church..."	0
Why would u play with my pure heart u fucking hoe bitch?	1
@aliceharg I’m pretty sure it’s me, says Tom right there you dumb cunt	0
When all your friends are out hoe'in and you're stuck at home in a shitty relationship https://t.co/X9oz1Tx7TC	0
If you ''Repeatedly'' Rape Stab Carry Acid Incite Murder you 'may' Go to Prison..what Fuckin Planet am i Living on...	0
@AnnCoulter You know about hysterical women	1
@SenDuckworth @BenSasse @SenSasse If you ever say women get 'hysterical' over this issue again, I'm gonna drive down there & spit right in your face. Our lives, our health, our ability to make so many life choices and/or being able to afford any of them aare on the line here. Help us or STFU.	0
Hey guys thanks for following! Spread the word and make sure everyone knows #WomenSuck	1
I've said it before and I'll say it again. Don't tug on my dick unless you plan on sucking it! #WomenSuck	1
A judge says reuniting immigrant families is the U.S. government’s sole burden https://t.co/CmrwKYIZWZ	0
"National Counter Terror Coordinator Dean Haydon says, ""The current terrorism threat here in the UK is at severe."" Police &amp; security services thwarting 1 terror attack every month. This is the result of Lib-Lab-Con creating a multicultural mess from mass immigration. #LondonBridge"	1
Me flirting- So tell me about your father...	0
but i dont like women as much 😂😪 like they’re dope as a side piece but ive yet to meet a woman i feel like i could drop dick for altogether	1
Thank you @VirginAtlantic for deciding to end your participation in involuntary deportations of immigrants. https://t.co/EEvg1XXxEm	0
Matteo #Salvini is welcome in the #Netherlands  anti-immigrant stance#closetheborders #illegal #Immigrants https://t.co/aVByfhLTad	1
@ramb096 @Kishoreciyer1 @ranganaathan @santamil85 @sukuajith @JyotiSNK @zeneraalstuff @ananvaras @Aswattaman @rkmuthwho @sparjaga @BUSHINDIA @srjk22 @wataboutery @NatarajaMurthi @MajorSimhan @lalitha_jr @huzurat Hellow. African immigrants arent vandheri a	0
When you're trying to text your fuckboy but your boyfriend won't stop looking over your shoulder https://t.co/eijg9AIMqW	0
Yes, #refugees deserve basic human rights https://t.co/LgIaQmCkHB by @irunguhoughton #WithRefugees @AmnestyKenya @refugeeaffairs @UNHCR_Kenya @tyrusmaina @nyamoriv	0
When you see your friend that's in prison posting on Facebook... https://t.co/xvuC20qiFQ	0
When your makeup's on point and still nobody wants you https://t.co/JtAXK7HA3w	0
@benshapiro Spartacus/Hysterical Woman 2020	0
@xXKristyP Ok hoe or whore you choose sweetie?	1
@DanielBaguley Libya was on a rise till you guys bombed them to hell hole, now talking bout backwards	0
That moment when you wanna go crawl in a hole and stay down there forever #rightnow #FridayThe13th #curbsarenotmyfriend	0
If you think you don't have a gag reflex, let me prove that you do...	0
"This is disgusting!Pakistani doctor in #Australia watches video of his son raping a 13 year old girl and says, ""He would make a good Gynecologist"".#Rotherham #Telford #Grooming#Muslims #immigration #BNP #Patriots #Nationalist #Trumphttps://t.co/5ZoZXrCh2X"	0
@1bZhEFkl9MhwosZ @KAFTA78 @CanEmbSA Of course not!This man 🇨🇦 wanted to free wrote something Saudi Arabia did not like!But your country is full of slaves! Because you do not know the truth of the Bible you will never be free! We let people be free &amp;	1
Don't forget to keep sharing our GoFundMe! We're still want to raise $3,000 more to send Life Span staff to support immigrant families at the border! https://t.co/Rj8koC8yXa	0
The separation of powers is as American as apple pie (which is not American in origin lolol). However, all this anti-immigrant attitude that hides behind nationalism is pretty American in nature considering USA has always put laws against immigrant pops. since early 1800s. https://t.co/yXsUZ6ZUyD	0
#EU migrant crisis: Juncker tries to assure #Spain PM as backlash over refugees rages https://t.co/unaimaxJzh	0
Role of #refugees in #SouthSudan’s peace process https://t.co/3sQ7KplhlB #WithRefugees @Refugees @drchorn_africaY @ReDSS_HoAY @NRC_HoA @AmnestyEARO @tyrusmaina @imaana102	0
https://t.co/38tkdUH4oS documents the life of refugees living in Cox's Bazar camps in an ongoing basis. View more at https://t.co/kGyabr92A1 @ucanbd @WFP @UNICEF @theIRC @Refugees @UNHumanRights @ACFBangladesh @UNmigration @MSF https://t.co/kxIKpoy8SY	0
Sexual harassment/sexual assult/rape are NOT & NEVER ok As a man, I stand with every single woman whos been through this ✊ #Respect #MeToo	0
I expected to feel good at the end of my stay here in Athens working with refugees, but I don’t.   I feel like shit that my own people are here suffering and I get to go back to my family and home.	0
